Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2015-11-09,24,8:00:00 AM,Monday,VICTORIA PARK ROUTE,General Delay,10,0,BW,
2015-11-09,143,8:07:00 AM,Monday,Eastern and Caroline Avenue,Mechanical,20,40,W,8116
2015-11-09,72,8:10:00 AM,Monday,Eastern Avenue and Caroline Ave,Utilized Off Route,8,16,W,8108
2015-11-09,51,8:30:00 AM,Monday,Bayview and Eglinton and Leslie and 401,General Delay,15,29,s,
2015-11-09,5,8:30:00 AM,Monday,Avenue and St. Clair,General Delay,15,27,s,
2015-11-09,110,8:33:00 AM,Monday,Islington Station to Lakeshore Blvd W`,Mechanical,12,24,S,7961
2015-11-09,44,8:43:00 AM,Monday,Kipling station,Mechanical,4,7,sb,8019
2015-11-09,95,8:47:00 AM,Monday,Ellemere and McCowan,Mechanical,6,16,E,1799
2015-11-09,35,9:00:00 AM,Monday,SJAN,Late Leaving Garage,21,1,N,1309
2015-11-09,39,9:00:00 AM,Monday,FSTN to OFIN,Mechanical,30,20,B/W,
2015-11-09,40,9:24:00 AM,Monday,DUNDAS ST AT JEROME,Investigation,10,20,e/b,7344
2015-11-09,199,9:24:00 AM,Monday,FSTn to STC,General Delay,30,20,B/W,
2015-11-09,139,9:35:00 AM,Monday,Finch ..Victoria Park to Don Mills,General Delay,25,45,W/B,
2015-11-09,49,9:46:00 AM,Monday,Bloor at Ashbourne,Investigation,16,32,wb,8096
2015-11-09,100,9:58:00 AM,Monday,Broadview STN,Mechanical,6,12,NB,7479
2015-11-09,83,10:00:00 AM,Monday,83 Jones Route,General Delay,1,1,b/w,
2015-11-09,42,10:03:00 AM,Monday,Finch Station,Investigation,24,48,E,8214
2015-11-09,52,10:06:00 AM,Monday,Lawrence Ave.West and Lorindale Dr.,Mechanical,13,26,W,1046
2015-11-09,44,10:14:00 AM,Monday,Kipling station,Utilized Off Route,5,9,sb,7329
2015-11-09,52,10:18:00 AM,Monday,Lawrence Ave.West and Westona St.,Investigation,13,26,W,1422
2015-11-09,801,10:41:00 AM,Monday,Bathurst station,Utilized Off Route,1,1,N,8199
2015-11-09,68,10:52:00 AM,Monday,Warden and Finch,Diversion,31,41,n,7643
2015-11-09,87,11:26:00 AM,Monday,East York Acres and Haldon Loop,Emergency Services,10,20,e/b,7858
2015-11-09,11,11:50:00 AM,Monday,Davisville Station,Investigation,11,21,n,8141
2015-11-09,191,12:05:00 PM,Monday,27 and Rexdale.,Diversion,50,70,S,7974
2015-11-09,32,12:20:00 PM,Monday,Scarlett & Eglinton,Mechanical,10,20,w/b,1573
2015-11-09,44,12:30:00 PM,Monday,Kipling station,Investigation,5,10,sb,7347
2015-11-09,1,12:40:00 PM,Monday,1,Utilized Off Route,4,9,n/b,1
2015-11-09,801,12:41:00 PM,Monday,Bathurst stn,Utilized Off Route,1,1,N,8199
2015-11-09,79,1:00:00 PM,Monday,scarlett route,General Delay,0,0,BW,
2015-11-09,54,1:00:00 PM,Monday,54-Lawrence route,General Delay,12,19,BW,
2015-11-09,91,1:00:00 PM,Monday,91A Woodbine North Route,General Delay,23,46,b/w,7746
2015-11-09,161,1:00:00 PM,Monday,rogers route,General Delay,0,0,BW,
2015-11-09,47,1:00:00 PM,Monday,Lansdowne route,General Delay,0,0,BW,
2015-11-09,45,1:10:00 PM,Monday,Kipling station,Mechanical,3,13,nb,8047
2015-11-09,44,1:13:00 PM,Monday,Kipling station,Utilized Off Route,4,8,nb,7900
2015-11-09,104,1:19:00 PM,Monday,Downsview Stn,Mechanical,15,30,w,8310
2015-11-09,199,1:40:00 PM,Monday,FSTN to STC,General Delay,20,15,B/W,
2015-11-09,39,2:00:00 PM,Monday,FSTN to OFIN,General Delay,20,15,B/W,
2015-11-09,108,2:00:00 PM,Monday,Downs STn to all Branches,General Delay,1,1,Bw,1
2015-11-09,47,2:11:00 PM,Monday,Mt Dennis Division,Late Leaving Garage,16,32,down,1516
2015-11-09,43,2:14:00 PM,Monday,Kennedy station,Mechanical,10,20,e,7616
2015-11-09,88,2:25:00 PM,Monday,St.Clair Station,Utilized Off Route,15,30,E,8136
2015-11-09,74,2:26:00 PM,Monday,St.clair Station,Mechanical,30,41,N,8364
2015-11-09,95,2:27:00 PM,Monday,U OF T,Late Leaving Garage,4,8,W/B,1142
2015-11-09,129,2:29:00 PM,Monday,STC,Utilized Off Route,5,10,N/B,9095
2015-11-09,57,2:30:00 PM,Monday,Midland Route,General Delay,12,1,B/W,
2015-11-09,79,2:30:00 PM,Monday,Entire Route,General Delay,12,24,B/W,
2015-11-09,57,2:34:00 PM,Monday,kennedy Stn,Mechanical,11,22,N/B,7800
2015-11-09,53,2:35:00 PM,Monday,Finch Station,Late Leaving Garage,15,30,wb,9098
2015-11-09,53,2:36:00 PM,Monday,McCowan and Sheppard,Mechanical,15,30,eb,9069
2015-11-09,165,2:41:00 PM,Monday,yorkmills at yonge,Investigation,16,30,w,8464
2015-11-09,161,2:43:00 PM,Monday,Jane and Alliance,Late Leaving Garage,10,20,BW,1624
2015-11-09,161,2:45:00 PM,Monday,Entire Route,General Delay,11,22,B/W,
2015-11-09,85,2:50:00 PM,Monday,Don Mills Station,Utilized Off Route,12,24,EB,9079
2015-11-09,117,2:56:00 PM,Monday,Steeles and Alness,Mechanical,14,28,s,8353
2015-11-09,196,3:00:00 PM,Monday,Downsview Station,Utilized Off Route,4,8,WB,8331
2015-11-09,21,3:00:00 PM,Monday,Brimley Route,General Delay,10,1,B/W,
2015-11-09,115,3:00:00 PM,Monday,Graydon Hall,General Delay,35,40,B,
2015-11-09,12,3:00:00 PM,Monday,Kingston Road Route,General Delay,13,1,B/W,
2015-11-09,122,3:00:00 PM,Monday,graydon Hall route,General Delay,40,40,B,
2015-11-09,78,3:00:00 PM,Monday,St.Andrews route,General Delay,30,40,B,
2015-11-09,168,3:00:00 PM,Monday,Keele and St Clair,General Delay,0,0,,
2015-11-09,198,3:00:00 PM,Monday,Ellesmere & Miltary,General Delay,10,20,E,
2015-11-09,79,3:00:00 PM,Monday,Scdarlett route,General Delay,0,0,BW,
2015-11-09,161,3:00:00 PM,Monday,Rogers Route,General Delay,0,0,BW,
2015-11-09,95,3:06:00 PM,Monday,YOCE,Late Leaving Garage,2,3,WB,1096
2015-11-09,25,3:07:00 PM,Monday,Don Mills stn,Late Leaving Garage,3,6,s,7686
2015-11-09,24,3:08:00 PM,Monday,Midland and McNicoll,Mechanical,8,16,S/B,7873
2015-11-09,66,3:10:00 PM,Monday,MARINE PARADE AND LAKESHORE,Mechanical,25,50,N/M,8025
2015-11-09,60,3:13:00 PM,Monday,Finch Stn,Utilized Off Route,13,26,w,8459
2015-11-09,57,3:13:00 PM,Monday,Kennedy Stn,Mechanical,11,22,N/B,7806
2015-11-09,84,3:14:00 PM,Monday,Jane,Mechanical,10,20,W,1388
2015-11-09,32,3:17:00 PM,Monday,Emmett & Eglinton,Late Leaving Garage,8,16,e/b,1577
2015-11-09,161,3:20:00 PM,Monday,Oakwood and Rogers,Late Leaving Garage,11,22,up,1603
2015-11-09,47,3:21:00 PM,Monday,Caledonia and St.Clair,Mechanical,14,29,N/B,1418
2015-11-09,196,3:25:00 PM,Monday,Dufferin and Finch,Mechanical,3,6,n,8382
2015-11-09,5,3:30:00 PM,Monday,Eglinton stn to QueensPark,General Delay,14,30,b/w,
2015-11-09,47,3:30:00 PM,Monday,Entire Route,General Delay,10,25,B/W,
2015-11-09,196,3:35:00 PM,Monday,Downsview Station,Utilized Off Route,5,10,WB,8319
2015-11-09,107,3:35:00 PM,Monday,Kerele and Steeles,Mechanical,22,44,n,8206
2015-11-09,65,3:37:00 PM,Monday,Castle Frank Station,Mechanical,9,18,n/b,7834
2015-11-09,25,3:39:00 PM,Monday,Eglinton Yard,Late Leaving Garage,1,1,s,7502
2015-11-09,52,3:43:00 PM,Monday,Lawrence and Weston,Late Leaving Garage,5,12,e/b,1006
2015-11-09,107,3:44:00 PM,Monday,Downsview Stn,Late Leaving Garage,22,44,n,8375
2015-11-09,96,3:45:00 PM,Monday,yonge on wilson,Investigation,28,56,w,1305
2015-11-09,60,3:47:00 PM,Monday,Finch Station,Mechanical,7,14,W/B,1365
2015-11-09,63,3:50:00 PM,Monday,eglinton west station,Emergency Services,10,20,SB,1644
2015-11-09,54,3:52:00 PM,Monday,Lawrence RT,Utilized Off Route,10,20,E,7658
2015-11-09,109,3:52:00 PM,Monday,Eglinton West station,Late Leaving Garage,8,14,N,1683
2015-11-09,52,3:54:00 PM,Monday,Lawrence west stn,Late Leaving Garage,11,22,w/b,1557
2015-11-09,97,3:57:00 PM,Monday,Wanless and Yonge St,Investigation,30,60,NB,1790
2015-11-09,196,3:57:00 PM,Monday,York U Commons,Utilized Off Route,2,5,n,8358
2015-11-09,6,3:58:00 PM,Monday,Davenport and Dupont,Mechanical,10,20,SB,1642
2015-11-09,84,4:00:00 PM,Monday,Cheeswood,Mechanical,10,20,E,1275
2015-11-09,72,4:00:00 PM,Monday,Pape Stn,General Delay,12,1,B/W,
2015-11-09,25,4:00:00 PM,Monday,Finch and Don Mills,General Delay,23,26,s,
2015-11-09,139,4:00:00 PM,Monday,Don Mills to Neilson/Crow Trail,General Delay,10,20,bw,
2015-11-09,196,4:02:00 PM,Monday,Downsview Stn,Utilized Off Route,3,5,n,8376
2015-11-09,47,4:18:00 PM,Monday,Queen and Lansdwone,Utilized Off Route,13,26,N/B,1661
2015-11-09,95,4:22:00 PM,Monday,Ellesemere @ Neilson,General Delay,14,24,EB,1080
2015-11-09,81,4:25:00 PM,Monday,Overlea & Thorncliffe,Diversion,128,142,N/B,7822
2015-11-09,54,4:30:00 PM,Monday,Lawrence RT,Mechanical,13,26,W,7637
2015-11-09,87,4:30:00 PM,Monday,87 Cosburn Route,General Delay,1,1,b/w,
2015-11-09,224,4:30:00 PM,Monday,major Mac/Hazelton Ave,Mechanical,30,60,s,7630
2015-11-09,84,4:44:00 PM,Monday,Bathusrt,Investigation,18,36,W,1396
2015-11-09,65,4:44:00 PM,Monday,Parliament and Dundas,Diversion,10,20,s/b,7815
2015-11-09,29,4:52:00 PM,Monday,Springhurst loop,Investigation,5,10,N,9030
2015-11-09,25,5:15:00 PM,Monday,Don Mills statin,Utilized Off Route,3,6,n,7436
2015-11-09,129,5:22:00 PM,Monday,McCowan and Finch Ave,Investigation,6,14,b/w,1264
2015-11-09,79,5:35:00 PM,Monday,Eglinton and Scarlett,Utilized Off Route,12,24,S/B,1638
2015-11-09,97,5:40:00 PM,Monday,Greenfield and Yonge St,General Delay,1,1,NB,8164
2015-11-09,42,5:50:00 PM,Monday,Finch Station,General Delay,1,1,WB,8189
2015-11-09,60,5:50:00 PM,Monday,Steeles Ave and Dufferin,Mechanical,11,22,W/B,7947
2015-11-09,122,6:01:00 PM,Monday,Bayview,Investigation,16,32,E,8317
2015-11-09,53,6:05:00 PM,Monday,Steeles and Old Kennedy,Mechanical,15,30,wb,1747
2015-11-09,160,6:10:00 PM,Monday,Bathurst at Finch,Mechanical,21,42,S,8341
2015-11-09,29,6:10:00 PM,Monday,Springhurst loop,Mechanical,5,10,N,9045
2015-11-09,195,6:15:00 PM,Monday,Shoreham/Jane,Diversion,15,45,n,1302
2015-11-09,35,6:15:00 PM,Monday,Shoreham/Jane,Diversion,13,41,n,1318
2015-11-09,7,6:30:00 PM,Monday,Bathurst station,Mechanical,7,14,N,9038
2015-11-09,35,6:35:00 PM,Monday,Exbury/Jane,Mechanical,15,30,n,1513
2015-11-09,198,6:42:00 PM,Monday,Kennedy Stn,Mechanical,10,20,E,7513
2015-11-09,43,6:42:00 PM,Monday,Progress & Kennedy,Emergency Services,18,33,NB,7672
2015-11-09,35,6:45:00 PM,Monday,Sheppard,Mechanical,15,30,s,1302
2015-11-09,54,6:54:00 PM,Monday,Lawrence and Midland,Mechanical,13,26,E,7573
2015-11-09,110,7:00:00 PM,Monday,Athol and Islington,Mechanical,5,9,n/b,8068
2015-11-09,7,7:00:00 PM,Monday,Bathurst at Lawrence,Mechanical,7,14,N,9010
2015-11-09,63,7:06:00 PM,Monday,Oakwood and Jesmond,Investigation,1,1,NB,1007
2015-11-09,46,7:09:00 PM,Monday,Martin Grove & Eglington,Mechanical,12,24,S,1393
2015-11-09,39,7:13:00 PM,Monday,NECR,Late Leaving Garage,16,30,E/B,
2015-11-09,25,7:15:00 PM,Monday,Eglinton and Don mIlls,Mechanical,5,10,s,7685
2015-11-09,7,8:01:00 PM,Monday,Bathurst at Wilson,Investigation,9,19,S,9020
2015-11-09,100,8:12:00 PM,Monday,Broadview - Hillside Dr,Mechanical,8,16,S,7520
2015-11-09,32,8:20:00 PM,Monday,Black Creek & Eglinton,Mechanical,9,19,e/b,1659
2015-11-09,29,8:21:00 PM,Monday,Wilson Station,Utilized Off Route,6,12,S,9433
2015-11-09,95,8:25:00 PM,Monday,Bellamy and Ellesmere,Mechanical,15,30,wb,1126
2015-11-09,76,8:42:00 PM,Monday,Royal York/Portland,Diversion,158,170,bw,8024
2015-11-09,12,8:52:00 PM,Monday,Swanwick Ave on Victoria Park,Investigation,20,40,SB,7780
2015-11-09,196,8:58:00 PM,Monday,Downsview Station,Utilized Off Route,4,8,N`,8206
2015-11-09,36,9:09:00 PM,Monday,Humberwood Loop,Mechanical,7,14,E,1395
2015-11-09,53,9:17:00 PM,Monday,Markham and Passmore,Mechanical,9,18,w,1112
2015-11-09,36,9:20:00 PM,Monday,Finch Station,Mechanical,7,14,W,1339
2015-11-09,70,9:29:00 PM,Monday,Woodbine & O'Connor,Emergency Services,10,20,NB,7450
2015-11-09,95,9:51:00 PM,Monday,Mondeo Drive and  Ellesmere,Mechanical,10,20,wb,1754
2015-11-09,36,10:01:00 PM,Monday,Young St. & Finch Ave,Investigation,9,17,W,9111
2015-11-09,22,10:02:00 PM,Monday,Coxwell & Danforth,Emergency Services,10,20,SB,7450
2015-11-09,42,10:05:00 PM,Monday,Finch Station,Mechanical,10,20,EB,8161
2015-11-09,102,10:10:00 PM,Monday,Markham and Greencrest,Diversion,140,150,NB,7754
2015-11-09,36,10:40:00 PM,Monday,Finch Stn.,Utilized Off Route,10,20,W,8443
2015-11-09,84,11:28:00 PM,Monday,Bathurst & Sheppard,Diversion,10,20,W,1387
2015-11-10,43,12:04:00 AM,Tuesday,Kennedy & Bonis,Mechanical,10,20,NB,7525
2015-11-10,300,1:51:00 AM,Tuesday,Bathurst Station,Mechanical,0,10,eb,7602
2015-11-10,325,1:59:00 AM,Tuesday,Pape Station,Utilized Off Route,30,60,sb,1276
2015-11-10,300,2:30:00 AM,Tuesday,Bathurst station,Mechanical,20,40,wb,7518
2015-11-10,17,4:33:00 AM,Tuesday,Steeles ave( mountcastle gate),Mechanical,8,1,S/B,7740
2015-11-10,9,4:52:00 AM,Tuesday,Warden Station,Late Leaving Garage,21,42,NB,7855
2015-11-10,23,5:12:00 AM,Tuesday,Ferris rd. and Dawes rd.,Late Leaving Garage,8,1,S/B,7688
2015-11-10,320,5:14:00 AM,Tuesday,YEGL,Late Leaving Garage,8,16,N,7616
2015-11-10,39,5:15:00 AM,Tuesday,FSTN,Late Leaving Garage,15,0,E/B,1784
2015-11-10,94,5:19:00 AM,Tuesday,castlefrank stn.,Mechanical,7,14,W/B,7864
2015-11-10,89,5:22:00 AM,Tuesday,Dundas and keele,Utilized Off Route,12,22,N,1544
2015-11-10,32,5:44:00 AM,Tuesday,SKYMARK,Late Leaving Garage,5,10,e/b,1587
2015-11-10,37,5:45:00 AM,Tuesday,Islington Station,Late Leaving Garage,10,21,N,8040
2015-11-10,25,5:47:00 AM,Tuesday,Pape stn,Utilized Off Route,3,7,nb,7563
2015-11-10,95,5:51:00 AM,Tuesday,Kingston Rd Loop,Late Leaving Garage,7,14,W,1734
2015-11-10,86,5:52:00 AM,Tuesday,KENN,Investigation,8,16,E,7623
2015-11-10,112,5:52:00 AM,Tuesday,Kipling station,Mechanical,14,24,nb,8089
2015-11-10,86,6:00:00 AM,Tuesday,EGGA,Late Leaving Garage,1,1,E,7501
2015-11-10,95,6:00:00 AM,Tuesday,U of T loop,Late Leaving Garage,10,20,W,1828
2015-11-10,32,6:05:00 AM,Tuesday,EGLINTON STN,Mechanical,5,10,w/b,1623
2015-11-10,35,6:07:00 AM,Tuesday,JSTE,Late Leaving Garage,5,10,S,8419
2015-11-10,116,6:14:00 AM,Tuesday,MSNS,Investigation,7,14,S,7638
2015-11-10,110,6:15:00 AM,Tuesday,Isling ton Station,Late Leaving Garage,20,36,S,8021
2015-11-10,63,6:15:00 AM,Tuesday,Mt Dennis,Late Leaving Garage,4,8,down,1216
2015-11-10,129,6:15:00 AM,Tuesday,Bridalwalk & Major Mac,Late Leaving Garage,13,27,S,1758
2015-11-10,32,6:18:00 AM,Tuesday,keele and eglinton,Late Leaving Garage,6,12,e/b,1635
2015-11-10,120,6:22:00 AM,Tuesday,GIJA,Late Leaving Garage,27,57,E,8404
2015-11-10,90,6:24:00 AM,Tuesday,"St. Clair W, stn",Late Leaving Garage,4,8,N,1511
2015-11-10,47,6:25:00 AM,Tuesday,Mt dennis,Late Leaving Garage,18,36,up,1639
2015-11-10,90,6:25:00 AM,Tuesday,Northcliffe and Eglinton,Mechanical,8,16,S,8333
2015-11-10,86,6:25:00 AM,Tuesday,KENN,Mechanical,5,10,E,7415
2015-11-10,122,6:26:00 AM,Tuesday,Roywood,Late Leaving Garage,12,24,w/b,8377
2015-11-10,168,6:27:00 AM,Tuesday,Dundas W. Stn,Mechanical,4,9,n/b,7320
2015-11-10,63,6:28:00 AM,Tuesday,Eglinton West Stn,Late Leaving Garage,4,8,down,1054
2015-11-10,42,6:28:00 AM,Tuesday,McNicholl and Victoria Park,Emergency Services,9,19,n,8197
2015-11-10,89,6:31:00 AM,Tuesday,Weston / Albion,Late Leaving Garage,5,9,s,1675
2015-11-10,54,6:31:00 AM,Tuesday,Eglinton Yard,Mechanical,1,1,ob,7609
2015-11-10,57,6:32:00 AM,Tuesday,Steeles and Midland,Mechanical,7,14,N,7732
2015-11-10,191,6:33:00 AM,Tuesday,MGRC,Mechanical,5,10,N,7947
2015-11-10,16,6:38:00 AM,Tuesday,Warden Stn,Late Leaving Garage,9,18,NB,8121
2015-11-10,29,6:41:00 AM,Tuesday,Princess gates,Late Leaving Garage,8,16,n,9044
2015-11-10,42,6:41:00 AM,Tuesday,Finch Station,Mechanical,11,21,e,8357
2015-11-10,39,6:42:00 AM,Tuesday,NECR,Mechanical,5,12,E/B,1803
2015-11-10,63,6:55:00 AM,Tuesday,eglinton West Stn.,Late Leaving Garage,4,8,down,1200
2015-11-10,66,7:00:00 AM,Tuesday,Entire Prince Edward Route,General Delay,20,40,B/W,7950
2015-11-10,109,7:00:00 AM,Tuesday,Eglinton W. Stn to Bathurst and Neptune,General Delay,15,35,BW,
2015-11-10,165,7:03:00 AM,Tuesday,York Mills Stn.,Late Leaving Garage,6,18,W,8412
2015-11-10,47,7:09:00 AM,Tuesday,Queen and lansdowne,Utilized Off Route,9,18,up,1650
2015-11-10,109,7:16:00 AM,Tuesday,Marlee from Eglinton to Roselawn,Diversion,36,53,N,1702
2015-11-10,6,7:25:00 AM,Tuesday,Bathurst and Davenport,Utilized Off Route,18,36,down,1216
2015-11-10,126,7:25:00 AM,Tuesday,St Clair West,Mechanical,30,60,up,1621
2015-11-10,8,7:30:00 AM,Tuesday,General Delay,General Delay,12,1,B/W,8101
2015-11-10,102,7:35:00 AM,Tuesday,Cougar Crt and Markham,Investigation,20,40,NB,8125
2015-11-10,30,7:40:00 AM,Tuesday,High Park Station,Mechanical,20,40,wb,8084
2015-11-10,35,7:44:00 AM,Tuesday,JNST,Utilized Off Route,5,10,N,1364
2015-11-10,801,7:44:00 AM,Tuesday,Wilson stn,Utilized Off Route,1,1,s/b,9419
2015-11-10,75,7:44:00 AM,Tuesday,Queens Quay and Lower Jarvis,Utilized Off Route,6,12,N,8144
2015-11-10,89,7:45:00 AM,Tuesday,Keele Stn,Utilized Off Route,3,6,n,1658
2015-11-10,195,7:49:00 AM,Tuesday,JNST,Utilized Off Route,10,20,N,1387
2015-11-10,112,7:56:00 AM,Tuesday,Kipling station,Utilized Off Route,11,15,nb,7970
2015-11-10,56,7:58:00 AM,Tuesday,Donlands Station,Mechanical,17,34,n,8319
2015-11-10,76,8:00:00 AM,Tuesday,Entire Royal York South Route,General Delay,12,24,B/W,8061
2015-11-10,168,8:00:00 AM,Tuesday,Entire Symington Route,General Delay,20,40,B/W,8033
2015-11-10,87,8:00:00 AM,Tuesday,87 Cosburn Route,General Delay,1,1,b/w,
2015-11-10,199,8:00:00 AM,Tuesday,Wayside and Finch,Mechanical,3,6,W/B,1740
2015-11-10,199,8:01:00 AM,Tuesday,STC,Mechanical,3,5,E/B,1764
2015-11-10,6,8:17:00 AM,Tuesday,Bay and King,Investigation,18,36,down,1679
2015-11-10,51,8:30:00 AM,Tuesday,Leslie and 401,General Delay,17,31,s,
2015-11-10,45,8:47:00 AM,Tuesday,Kipling and Genthorn,Mechanical,7,12,sb,8020
2015-11-10,199,8:48:00 AM,Tuesday,STC to FSTN,General Delay,20,15,B/W,
2015-11-10,39,8:51:00 AM,Tuesday,FSTN to OFIN,General Delay,20,15,B/W,
2015-11-10,25,9:00:00 AM,Tuesday,McNicoll Ave and Donmills Rd,Diversion,6,12,SB,0
2015-11-10,32,9:00:00 AM,Tuesday,explorer and skymark,Emergency Services,5,10,w/b,1661
2015-11-10,15,9:28:00 AM,Tuesday,Royal York at Evans,Diversion,28,50,BW,8053
2015-11-10,24,9:50:00 AM,Tuesday,Victoria Park Station,Mechanical,10,20,NB,7801
2015-11-10,54,10:00:00 AM,Tuesday,Lawrence Moringside,Mechanical,13,26,wb,7479
2015-11-10,83,10:30:00 AM,Tuesday,83 Jones Route,General Delay,1,1,b/w,
2015-11-10,42,10:33:00 AM,Tuesday,Finch Station,Mechanical,24,48,E,8347
2015-11-10,196,10:58:00 AM,Tuesday,York U Commons,Mechanical,2,5,s,8317
2015-11-10,25,10:59:00 AM,Tuesday,Donmills Rd and Finch Ave,General Delay,6,12,NB,7496
2015-11-10,196,11:02:00 AM,Tuesday,Downsview Stn,Mechanical,2,5,s,8321
2015-11-10,120,11:07:00 AM,Tuesday,Northover and Sheppard,Mechanical,30,60,e,1248
2015-11-10,42,11:09:00 AM,Tuesday,Finch Station,Mechanical,24,48,E,1790
2015-11-10,29,11:27:00 AM,Tuesday,Springhurst loop,Mechanical,4,8,n/b,9003
2015-11-10,96,11:30:00 AM,Tuesday,Wilson Stn.,Utilized Off Route,15,30,E,1344
2015-11-10,90,12:00:00 PM,Tuesday,Jesmond and Oakwood,Mechanical,8,16,W,8182
2015-11-10,117,12:45:00 PM,Tuesday,Downsview Stn,Mechanical,20,40,s,8358
2015-11-10,108,12:51:00 PM,Tuesday,Jane and Driftwood,Investigation,18,36,E,1373
2015-11-10,108,12:57:00 PM,Tuesday,Jane and Driftwood,Investigation,18,36,E,1382
2015-11-10,109,1:00:00 PM,Tuesday,Lawrence West Station,General Delay,28,35,b/w,1702
2015-11-10,53,1:17:00 PM,Tuesday,McCowan and Steeles,Investigation,5,10,wb,1079
2015-11-10,91,1:20:00 PM,Tuesday,Valleywoods,Investigation,23,46,NB,7720
2015-11-10,52,1:26:00 PM,Tuesday,LAWRENCE W and JANE,Investigation,13,26,E/B,1654
2015-11-10,25,1:30:00 PM,Tuesday,Finch Ave and Don Mills Rd,Investigation,6,12,SB,7599
2015-11-10,54,1:30:00 PM,Tuesday,Brimorton and Orton Park,Investigation,12,25,E,7437
2015-11-10,31,1:45:00 PM,Tuesday,GREENWOOD /TORBRICK,Mechanical,12,24,S,7781
2015-11-10,95,1:50:00 PM,Tuesday,York Mills and Laureentide Dr,Emergency Services,15,30,e,1733
2015-11-10,7,2:00:00 PM,Tuesday,Bathurst Route,General Delay,30,38,b/w,
2015-11-10,108,2:00:00 PM,Tuesday,Downsview Stn to all branches,General Delay,1,1,BW,1
2015-11-10,97,2:12:00 PM,Tuesday,York Mills Station,Utilized Off Route,30,60,S,8390
2015-11-10,85,2:14:00 PM,Tuesday,Don Mills Stn,Utilized Off Route,7,15,E,9088
2015-11-10,199,2:23:00 PM,Tuesday,Finch Station,Utilized Off Route,4,8,W,1078
2015-11-10,95,2:27:00 PM,Tuesday,U of T loop,Utilized Off Route,11,21,w,1127
2015-11-10,129,2:29:00 PM,Tuesday,Scar Town,Utilized Off Route,2,7,N,9092
2015-11-10,79,2:29:00 PM,Tuesday,pine,Late Leaving Garage,12,24,s/b,1504
2015-11-10,57,2:30:00 PM,Tuesday,Midland Route,General Delay,15,1,B/W,
2015-11-10,12,2:30:00 PM,Tuesday,Kingston Road Route,General Delay,15,1,B/W,
2015-11-10,199,2:31:00 PM,Tuesday,Finch Station,Utilized Off Route,4,8,E,1765
2015-11-10,53,2:39:00 PM,Tuesday,Sheppard and Markham Rd,Utilized Off Route,15,30,wb,9082
2015-11-10,199,2:39:00 PM,Tuesday,Finch Station,Utilized Off Route,4,8,W,1750
2015-11-10,53,2:40:00 PM,Tuesday,Shepaprd and Birchmount,Utilized Off Route,15,30,eb,9067
2015-11-10,104,2:41:00 PM,Tuesday,Wilson Stn,Mechanical,15,30,w,1791
2015-11-10,780,2:42:00 PM,Tuesday,Kennedy Stn,Utilized Off Route,1,1,E,7510
2015-11-10,771,2:43:00 PM,Tuesday,Wilson station,Utilized Off Route,1,1,S,8317
2015-11-10,199,2:43:00 PM,Tuesday,Scarborough Town Centre,Utilized Off Route,4,8,S,1135
2015-11-10,38,2:43:00 PM,Tuesday,STC,Utilized Off Route,13,26,E,1785
2015-11-10,771,2:46:00 PM,Tuesday,wilson Station,Utilized Off Route,1,1,S,9413
2015-11-10,87,2:47:00 PM,Tuesday,Main Station,Utilized Off Route,12,24,EB,7767
2015-11-10,12,2:47:00 PM,Tuesday,VP Station,Utilized Off Route,7,14,WB,7726
2015-11-10,24,2:47:00 PM,Tuesday,VP Station,Utilized Off Route,12,31,NB,8103
2015-11-10,54,2:47:00 PM,Tuesday,,Utilized Off Route,10,21,W,7431
2015-11-10,54,2:47:00 PM,Tuesday,,Utilized Off Route,11,23,W,7686
2015-11-10,43,2:48:00 PM,Tuesday,Scarb Town Stn,Utilized Off Route,10,20,W,7655
2015-11-10,34,2:48:00 PM,Tuesday,Kennedy Stn,Utilized Off Route,10,20,W,7432
2015-11-10,57,2:49:00 PM,Tuesday,Midland & Steeles,Late Leaving Garage,8,16,S/B,7759
2015-11-10,96,2:50:00 PM,Tuesday,Woodbine Downs & Carrier Drive,Late Leaving Garage,19,19,E,8406
2015-11-10,133,2:50:00 PM,Tuesday,STC,Utilized Off Route,10,20,E,1787
2015-11-10,131,2:50:00 PM,Tuesday,Morn old finch,Utilized Off Route,12,24,e,1827
2015-11-10,190,2:51:00 PM,Tuesday,Scarb Town Stn,Utilized Off Route,5,10,E,7603
2015-11-10,42,2:51:00 PM,Tuesday,Kennedy Loop,Utilized Off Route,12,24,W,8179
2015-11-10,29,2:52:00 PM,Tuesday,College,Mechanical,5,10,N,9049
2015-11-10,199,2:55:00 PM,Tuesday,Scarborough town Centre,Utilized Off Route,4,8,S,1803
2015-11-10,64,2:55:00 PM,Tuesday,Main Stn,Utilized Off Route,8,16,NB,8110
2015-11-10,102,2:56:00 PM,Tuesday,Warden Stn,Utilized Off Route,3,13,NB,7746
2015-11-10,190,3:00:00 PM,Tuesday,Scarb Town Stn,Utilized Off Route,5,10,E,7671
2015-11-10,41,3:00:00 PM,Tuesday,Entire Route,General Delay,20,40,b/w,
2015-11-10,46,3:00:00 PM,Tuesday,Kipling Stn,Late Leaving Garage,11,22,BW,1388
