Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2015-11-24,53,6:25:00 AM,Tuesday,Passmore and Markham,Mechanical,6,11,w,1106
2015-11-24,199,6:28:00 AM,Tuesday,Scarb Town Ctr stn,Utilized Off Route,3,6,North,1730
2015-11-24,86,6:30:00 AM,Tuesday,Kennedy Stn to Toronto Zoo,General Delay,15,21,BW,
2015-11-24,84,6:31:00 AM,Tuesday,DSW,Mechanical,11,1,E,1344
2015-11-24,97,6:31:00 AM,Tuesday,Yonge and Alenander,Diversion,208,238,bw,
2015-11-24,36,6:35:00 AM,Tuesday,Humberwood loop,Late Leaving Garage,15,20,e/b,9118
2015-11-24,6,6:37:00 AM,Tuesday,Davenport and Yonge,Late Leaving Garage,4,8,S,1526
2015-11-24,122,6:43:00 AM,Tuesday,York Mills stn,Late Leaving Garage,10,20,e/b,8181
2015-11-24,86,6:44:00 AM,Tuesday,Eglinton & Midland,Mechanical,16,32,E,7547
2015-11-24,42,6:46:00 AM,Tuesday,Finch stn,Late Leaving Garage,11,22,e/b,8214
2015-11-24,26,6:53:00 AM,Tuesday,St George Station,Late Leaving Garage,14,29,W,1642
2015-11-24,60,6:54:00 AM,Tuesday,Finch STN,Mechanical,10,20,W,1276
2015-11-24,97,7:00:00 AM,Tuesday,Yonge Route,General Delay,15,30,BW,
2015-11-24,145,7:00:00 AM,Tuesday,Entire Route,General Delay,20,40,BW,
2015-11-24,42,7:00:00 AM,Tuesday,Cummer Route,General Delay,15,23,BW,
2015-11-24,66,7:00:00 AM,Tuesday,Entire Route,General Delay,15,25,BW,
2015-11-24,62,7:00:00 AM,Tuesday,Mortimer Route,General Delay,15,30,BW,
2015-11-24,102,7:00:00 AM,Tuesday,Markham Rd Route,General Delay,11,22,BW,
2015-11-24,76,7:00:00 AM,Tuesday,Entire Route,General Delay,15,20,BW,
2015-11-24,87,7:00:00 AM,Tuesday,Cosburn Route,General Delay,10,20,BW,
2015-11-24,91,7:00:00 AM,Tuesday,Woodbine Route,General Delay,15,30,BW,
2015-11-24,88,7:05:00 AM,Tuesday,St.Clair and Avoca,Diversion,133,139,E,8141
2015-11-24,76,7:06:00 AM,Tuesday,Lakeshore Blvd W and Mimico Ave,Mechanical,5,9,N,7350
2015-11-24,100,7:07:00 AM,Tuesday,Broadview Station,Late Leaving Garage,13,26,N,7648
2015-11-24,24,7:08:00 AM,Tuesday,VICTORIA PARK/ DEANVAR,Diversion,144,154,B/W,7843
2015-11-24,74,7:08:00 AM,Tuesday,St.Clair and Inglewood,Diversion,130,145,BW,8166
2015-11-24,116,7:10:00 AM,Tuesday,Morningside & Kingston,Emergency Services,7,13,N,7661
2015-11-24,198,7:10:00 AM,Tuesday,Morningside & Kingston,Emergency Services,10,20,N,7451
2015-11-24,24,7:10:00 AM,Tuesday,VICTORIA PARK ROUTE,General Delay,35,1,B/W,
2015-11-24,198,7:10:00 AM,Tuesday,Morningside & Kingston,Diversion,77,77,N,7557
2015-11-24,95,7:10:00 AM,Tuesday,Ellesmere and Dolly Vartin,Mechanical,7,14,W,1100
2015-11-24,116,7:10:00 AM,Tuesday,Morningside & Kingston,Diversion,77,83,N,7469
2015-11-24,116,7:10:00 AM,Tuesday,Morningside Park,Emergency Services,6,13,N,7663
2015-11-24,129,7:10:00 AM,Tuesday,Scarb Town Ctr Stn,Emergency Services,5,10,North,1278
2015-11-24,116,7:10:00 AM,Tuesday,Morningside & Kingston,Emergency Services,22,45,N,7412
2015-11-24,102,7:12:00 AM,Tuesday,St Clair and Northwoodrow,Investigation,20,40,NB,7834
2015-11-24,199,7:15:00 AM,Tuesday,Scarb Town Ctr Stn,Utilized Off Route,2,6,North,1827
2015-11-24,95,7:21:00 AM,Tuesday,SCLP,Mechanical,9,18,w,1079
2015-11-24,199,7:28:00 AM,Tuesday,Scarborough Center Station,Mechanical,3,5,W/B,1705
2015-11-24,17,7:30:00 AM,Tuesday,Birchmount Route,General Delay,7,14,BW,
2015-11-24,109,7:30:00 AM,Tuesday,Eglinton W. stn to Bathurst and Neptune,General Delay,10,25,BW,
2015-11-24,57,7:30:00 AM,Tuesday,Midland Route,General Delay,7,14,BW,
2015-11-24,12,7:30:00 AM,Tuesday,Kingston Rd Route,General Delay,12,24,BW,
2015-11-24,21,7:30:00 AM,Tuesday,Brimley Route,General Delay,7,14,BW,
2015-11-24,9,7:30:00 AM,Tuesday,Bellamy Route,General Delay,15,30,BW,
2015-11-24,198,7:30:00 AM,Tuesday,Morningside & Kingston,Emergency Services,10,20,N,7595
2015-11-24,16,7:30:00 AM,Tuesday,McCowan Route,General Delay,9,18,BW,
2015-11-24,60,7:33:00 AM,Tuesday,Finch STN,Late Leaving Garage,7,14,W,1298
2015-11-24,34,7:35:00 AM,Tuesday,Eglinton Station to Kennedy Station,General Delay,10,18,B/W,
2015-11-24,196,7:36:00 AM,Tuesday,Downsview Station,Late Leaving Garage,6,12,N,
2015-11-24,143,7:40:00 AM,Tuesday,Neville Loop,Late Leaving Garage,20,40,W/b,8120
2015-11-24,75,7:42:00 AM,Tuesday,Sherbourne and Bloor,Mechanical,6,12,S,8340
2015-11-24,44,7:47:00 AM,Tuesday,KIPLING STN,Mechanical,4,8,s/b,8015
2015-11-24,6,7:50:00 AM,Tuesday,Keele and Rogers,Mechanical,8,16,S,1674
2015-11-24,129,7:55:00 AM,Tuesday,Progress and McCowan,Mechanical,4,8,North,1742
2015-11-24,196,7:59:00 AM,Tuesday,Downsview Station,Utilized Off Route,5,10,N,8148
2015-11-24,100,8:00:00 AM,Tuesday,Eglinton Station to Broadview Station,General Delay,12,19,B/W,
2015-11-24,54,8:00:00 AM,Tuesday,Eglinton stn to Lawrence rt,General Delay,15,35,bw,
2015-11-24,11,8:00:00 AM,Tuesday,Davisville stn to Steeles,General Delay,15,28,b/w,
2015-11-24,51,8:00:00 AM,Tuesday,Eglinton stn to Townsend,General Delay,20,35,b/w,
2015-11-24,5,8:00:00 AM,Tuesday,Avenue rd and Yorkville,General Delay,20,35,b/w,
2015-11-24,85,8:00:00 AM,Tuesday,Don Mills station to Rouge Hill GO,General Delay,22,15,B/W,
2015-11-24,103,8:00:00 AM,Tuesday,Eglinton stn to Doncliffe loop,General Delay,15,30,b/w,
2015-11-24,116,8:07:00 AM,Tuesday,Morningside & Cinemart,Diversion,30,36,S,7447
2015-11-24,35,8:09:00 AM,Tuesday,Jane/HWY407,General Delay,10,30,B/W,
2015-11-24,60,8:13:00 AM,Tuesday,Steeles/Weston,Mechanical,7,14,E,8433
2015-11-24,94,8:15:00 AM,Tuesday,WELLESLEY ROUTE,General Delay,15,0,B/W,
2015-11-24,84,8:20:00 AM,Tuesday,Downsview Stn,Mechanical,5,10,E,1380
2015-11-24,139,8:26:00 AM,Tuesday,Milikena dn Finch East,Emergency Services,16,32,West,1815
2015-11-24,709,8:27:00 AM,Tuesday,king and Shaw,Investigation,1,1,S,1419
2015-11-24,95,8:28:00 AM,Tuesday,York Mills and Lochinvar,Mechanical,7,14,w,8342
2015-11-24,6,8:30:00 AM,Tuesday,Entire route,General Delay,13,6,N,1626
2015-11-24,199,8:34:00 AM,Tuesday,Milliken and Kennedy,Diversion,7,10,Bothways,
2015-11-24,39,8:34:00 AM,Tuesday,Milliken and Finch,Diversion,7,11,Bothways,
2015-11-24,54,8:45:00 AM,Tuesday,Eglinton stn,Utilized Off Route,6,12,eb,7618
2015-11-24,139,9:00:00 AM,Tuesday,McCowan and Ficnh to Kennedy,General Delay,15,25,B-ways,
2015-11-24,43,9:00:00 AM,Tuesday,Kennedy Station to Midland/Steeles,General Delay,10,15,B/W,
2015-11-24,95,9:00:00 AM,Tuesday,York Mills st to Ellesmere and Markham rd,General Delay,8,17,bw,
2015-11-24,38,9:00:00 AM,Tuesday,Highland Creek route,General Delay,12,18,B-ways,
2015-11-24,35,9:05:00 AM,Tuesday,SJAN,Late Leaving Garage,21,40,N,8460
2015-11-24,51,9:05:00 AM,Tuesday,Eglinton stn,Mechanical,15,30,n/b,8341
2015-11-24,43,9:10:00 AM,Tuesday,Midland - Passmore,Mechanical,10,20,S,7659
2015-11-24,73,9:14:00 AM,Tuesday,Royal York Station,Mechanical,14,44,N,8021
2015-11-24,7,9:15:00 AM,Tuesday,Fisherville and Bathurst,Investigation,9,19,W,9010
2015-11-24,34,9:17:00 AM,Tuesday,Kennedy Station,Mechanical,4,8,W,7567
2015-11-24,195,9:21:00 AM,Tuesday,Annette,Investigation,10,20,N,1316
2015-11-24,41,9:23:00 AM,Tuesday,Keele and Wilson,Mechanical,10,20,N,1239
2015-11-24,172,9:34:00 AM,Tuesday,Front & Parliament,Investigation,25,50,W/B,7816
2015-11-24,47,9:35:00 AM,Tuesday,Lansdowne and St Clair,Mechanical,5,10,S,1570
2015-11-24,97,9:39:00 AM,Tuesday,St.Clair Station,Diversion,1,1,S,
2015-11-24,54,9:40:00 AM,Tuesday,Eglinton stn,Utilized Off Route,6,12,eb,7468
2015-11-24,32,9:40:00 AM,Tuesday,Eg. West Stn,Investigation,1,1,S,1542
2015-11-24,29,9:56:00 AM,Tuesday,Springhurst loop,Mechanical,4,9,n/b,9043
2015-11-24,57,10:05:00 AM,Tuesday,Kennedy Stn,Utilized Off Route,11,22,N/b,8118
2015-11-24,40,10:10:00 AM,Tuesday,Dundas West Station,Diversion,20,30,E,7321
2015-11-24,97,10:10:00 AM,Tuesday,Yonge and Blythwood,Diversion,80,110,BW,8349
2015-11-24,134,10:14:00 AM,Tuesday,scarborough Town Centre,Utilized Off Route,6,13,e,1794
2015-11-24,195,10:16:00 AM,Tuesday,Wilson Ave.,Mechanical,10,20,S,1368
2015-11-24,44,10:22:00 AM,Tuesday,KIPLING STN,Mechanical,4,8,s/b,8015
2015-11-24,45,10:30:00 AM,Tuesday,KIPLING STN,Mechanical,10,20,N/B,8046
2015-11-24,196,10:32:00 AM,Tuesday,Downsview Stn,Mechanical,2,5,w,1514
2015-11-24,41,10:50:00 AM,Tuesday,Keele and Toro,Diversion,50,58,N,1241
2015-11-24,59,11:01:00 AM,Tuesday,Lawrence/Dufflaw,Mechanical,21,42,E,1348
2015-11-24,168,11:10:00 AM,Tuesday,Bloor and Symington,General Delay,12,22,n,
2015-11-24,34,11:20:00 AM,Tuesday,Eglinton - Hoyle,Mechanical,7,14,E,7560
2015-11-24,25,11:22:00 AM,Tuesday,Pape station,Mechanical,6,12,n,7680
2015-11-24,39,11:23:00 AM,Tuesday,Liszt Gate and Finch,Mechanical,7,20,W/B,1321
2015-11-24,36,11:24:00 AM,Tuesday,Finch and Arrow,Mechanical,5,10,e/b,9115
2015-11-24,64,11:26:00 AM,Tuesday,Main Station,Mechanical,10,20,NB,7715
2015-11-24,66,11:30:00 AM,Tuesday,Marine Parade,General Delay,12,19,n,
2015-11-24,106,11:40:00 AM,Tuesday,Downsview Stn.,Mechanical,10,20,w,1800
2015-11-24,37,11:53:00 AM,Tuesday,Humberwood Loop,Mechanical,18,36,s,7331
2015-11-24,106,12:00:00 PM,Tuesday,Downsview Stn,Investigation,10,20,w,1706
2015-11-24,196,12:02:00 PM,Tuesday,Downsview Stn,Investigation,2,5,w,1
2015-11-24,161,12:20:00 PM,Tuesday,Ossington Station,Mechanical,18,37,S,1240
2015-11-24,9,12:26:00 PM,Tuesday,Lawrence and Bellamy,Mechanical,22,44,NB,7828
2015-11-24,60,12:30:00 PM,Tuesday,Entire 60 Steeles West,General Delay,23,28,B/W,
2015-11-24,35,12:40:00 PM,Tuesday,JNST to JSTE,General Delay,5,10,B/W,
2015-11-24,191,12:40:00 PM,Tuesday,Finch/Martingrove,Investigation,6,12,S/B,7900
2015-11-24,195,12:40:00 PM,Tuesday,Jane and Steeles,Diversion,390,400,B/W,7904
2015-11-24,195,12:40:00 PM,Tuesday,JNST to the COMMOMS,General Delay,10,20,B/W,
2015-11-24,36,12:44:00 PM,Tuesday,Finch and Martin Grove,Diversion,226,233,W/B,9131
2015-11-24,192,12:44:00 PM,Tuesday,KIPLING STN,Mechanical,10,20,N/B,8003
2015-11-24,191,12:44:00 PM,Tuesday,Martin Grove and Finch,Diversion,226,233,S/B,7975
2015-11-24,108,12:48:00 PM,Tuesday,Jane and Driftwood,Mechanical,18,36,s,1381
2015-11-24,89,12:48:00 PM,Tuesday,Keele Station,Mechanical,10,19,N,1395
2015-11-24,42,12:56:00 PM,Tuesday,Warden and McNicoll,Mechanical,12,24,W,1511
2015-11-24,116,12:57:00 PM,Tuesday,Kennedy Stn.,Mechanical,10,20,N,7498
2015-11-24,60,1:00:00 PM,Tuesday,York U Commons,Mechanical,7,14,E,8436
2015-11-24,36,1:00:00 PM,Tuesday,Humberwood to Finch Station,General Delay,18,20,B/W,
2015-11-24,85,1:12:00 PM,Tuesday,Sheppard E/O Kennedy,Diversion,26,33,W,9088
2015-11-24,96,1:16:00 PM,Tuesday,,Investigation,15,30,w,8431
2015-11-24,190,1:22:00 PM,Tuesday,Kennedy  and Sheppard,Diversion,28,38,w,7662
2015-11-24,60,1:27:00 PM,Tuesday,Carpenter and Steeles Ave West,Mechanical,7,14,E,7906
2015-11-24,54,1:30:00 PM,Tuesday,Lawrance RT station,Mechanical,11,22,EB,7468
2015-11-24,29,1:40:00 PM,Tuesday,Springhurst loop,Investigation,5,10,N,1680
2015-11-24,196,1:55:00 PM,Tuesday,Pond and Sentinel,Investigation,2,5,n,8175
2015-11-24,34,2:00:00 PM,Tuesday,Eglnton Station,Utilized Off Route,4,8,E/B,7466
2015-11-24,54,2:00:00 PM,Tuesday,54-Lawrance Route,General Delay,17,24,BW,
2015-11-24,192,2:04:00 PM,Tuesday,kipling stn,Mechanical,10,20,N/B,8001
2015-11-24,192,2:12:00 PM,Tuesday,KIPLING STN,Mechanical,10,20,N/B,8002
2015-11-24,133,2:15:00 PM,Tuesday,Morningside and Staines,Mechanical,10,20,sb,1814
2015-11-24,199,2:23:00 PM,Tuesday,FSTN,Utilized Off Route,4,8,E,1235
2015-11-24,129,2:29:00 PM,Tuesday,Scarb Town Ctr Stn.,Utilized Off Route,4,6,North,9084
2015-11-24,94,2:30:00 PM,Tuesday,94 Wellesley Route,General Delay,1,1,b/w,
2015-11-24,60,2:30:00 PM,Tuesday,Finch Station,Late Leaving Garage,11,22,W,1387
2015-11-24,199,2:31:00 PM,Tuesday,FSTN,Utilized Off Route,4,8,E,1146
2015-11-24,32,2:37:00 PM,Tuesday,royal york and eglinton,Diversion,35,25,e/b,1502
2015-11-24,85,2:38:00 PM,Tuesday,Don Mills Stn,Utilized Off Route,9,19,E,9065
2015-11-24,199,2:39:00 PM,Tuesday,FSTN,Utilized Off Route,4,8,E,1741
2015-11-24,44,2:40:00 PM,Tuesday,KIPLING STN,Mechanical,3,7,S/B,8042
2015-11-24,67,2:45:00 PM,Tuesday,Pharmacy and Ellesmere,Mechanical,15,30,SB,7670
2015-11-24,84,2:54:00 PM,Tuesday,Sheppard Stn,Mechanical,10,18,Wb,1354
2015-11-24,52,2:55:00 PM,Tuesday,Airport rd / Derry rd,Mechanical,14,32,w,1587
2015-11-24,95,2:56:00 PM,Tuesday,Yorkmills station,Utilized Off Route,8,16,W,1817
2015-11-24,53,3:00:00 PM,Tuesday,Finch station,Late Leaving Garage,15,30,eb,9085
2015-11-24,54,3:00:00 PM,Tuesday,Lawrance RT station,Mechanical,11,22,EB,7507
2015-11-24,41,3:00:00 PM,Tuesday,Keele st,General Delay,15,30,B/W,
2015-11-24,98,3:02:00 PM,Tuesday,Sheppard Station,Mechanical,15,32,nb,8389
2015-11-24,79,3:05:00 PM,Tuesday,Pine & Lawerence,Mechanical,12,24,w/b,1628
2015-11-24,53,3:08:00 PM,Tuesday,Morningside and Staines,Late Leaving Garage,15,30,wb,1743
2015-11-24,168,3:10:00 PM,Tuesday,Dundas West Stn,Mechanical,7,13,n,7348
2015-11-24,133,3:13:00 PM,Tuesday,STC SRT,Late Leaving Garage,7,14,EB,1708
2015-11-24,29,3:17:00 PM,Tuesday,Springhurst loop,Mechanical,5,10,N,9000
2015-11-24,168,3:20:00 PM,Tuesday,Davenport and Symington,Mechanical,7,13,s,7313
2015-11-24,53,3:24:00 PM,Tuesday,Finch Station,Late Leaving Garage,5,10,eb,9064
2015-11-24,54,3:25:00 PM,Tuesday,Lawrance RT station,Mechanical,10,20,EB,7549
2015-11-24,54,3:29:00 PM,Tuesday,Lawrance and Victoria Park,Mechanical,11,22,EB,7404
2015-11-24,95,3:30:00 PM,Tuesday,Kennedy and Ellesmere,Mechanical,9,18,w,1812
2015-11-24,52,3:30:00 PM,Tuesday,Entire Route,General Delay,8,16,b/w,
2015-11-24,60,3:35:00 PM,Tuesday,Finch Station,Late Leaving Garage,11,22,W,8468
2015-11-24,133,3:38:00 PM,Tuesday,Ellesmere and Neilson,Investigation,7,14,wb,1269
2015-11-24,75,3:40:00 PM,Tuesday,South dr and Glen rd,Utilized Off Route,7,14,s,1751
2015-11-24,107,3:40:00 PM,Tuesday,Downsview Stn,Mechanical,25,50,s,8372
2015-11-24,810,3:47:00 PM,Tuesday,Don Mills Station,Utilized Off Route,1,1,SB,7577
2015-11-24,801,3:50:00 PM,Tuesday,Wilson station,Utilized Off Route,1,1,S,8332
2015-11-24,801,3:50:00 PM,Tuesday,15.50,Utilized Off Route,1,1,S,8162
2015-11-24,801,3:50:00 PM,Tuesday,Wilson Station,Utilized Off Route,1,1,S,8197
2015-11-24,199,3:51:00 PM,Tuesday,Finch Station,Utilized Off Route,4,8,E,1317
2015-11-24,124,3:51:00 PM,Tuesday,Lawrence Station,Utilized Off Route,6,12,eb,8190
2015-11-24,771,3:51:00 PM,Tuesday,Downsview Sn.,Utilized Off Route,1,1,w,9411
2015-11-24,35,3:51:00 PM,Tuesday,JNST,Utilized Off Route,5,10,N,1360
2015-11-24,25,3:51:00 PM,Tuesday,Pape Station,Utilized Off Route,3,6,NB,7457
2015-11-24,196,3:51:00 PM,Tuesday,Sheppard stn,Utilized Off Route,8,16,w,9402
2015-11-24,54,3:52:00 PM,Tuesday,Eglinton Station,Utilized Off Route,11,22,EB,7578
2015-11-24,53,3:52:00 PM,Tuesday,Finch Station,Utilized Off Route,5,10,eb,1787
2015-11-24,165,3:52:00 PM,Tuesday,Barmac/steele,Mechanical,5,10,w,1346
2015-11-24,38,3:52:00 PM,Tuesday,Ellesmere @ Morningside,Mechanical,13,26,E,1403
2015-11-24,60,3:53:00 PM,Tuesday,Finch Station,Utilized Off Route,11,28,W,1370
2015-11-24,84,3:55:00 PM,Tuesday,Downsview stn,Utilized Off Route,8,16,E,8421
2015-11-24,94,3:55:00 PM,Tuesday,Castle Frank Station,Utilized Off Route,15,30,w/b,7800
2015-11-24,52,3:55:00 PM,Tuesday,lawrence stn,Utilized Off Route,11,22,w,1557
2015-11-24,11,3:55:00 PM,Tuesday,Davisville Station,Utilized Off Route,12,24,n,1514
2015-11-24,85,3:56:00 PM,Tuesday,Don Mills Stn,Utilized Off Route,6,12,E,1768
2015-11-24,39,3:57:00 PM,Tuesday,FSTN,Utilized Off Route,10,20,E,1115
2015-11-24,72,3:57:00 PM,Tuesday,pape stn.,Utilized Off Route,8,16,sb,7851
2015-11-24,81,3:58:00 PM,Tuesday,pape stn.,Utilized Off Route,0,0,nb,7714
2015-11-24,37,3:59:00 PM,Tuesday,islington stn,Utilized Off Route,10,20,n,8031
2015-11-24,168,3:59:00 PM,Tuesday,Dundas W stn,Utilized Off Route,6,12,n,7329
2015-11-24,11,4:00:00 PM,Tuesday,Eglinton Station,Utilized Off Route,12,24,n,8201
2015-11-24,26,4:00:00 PM,Tuesday,Entire Route,General Delay,20,34,B/W,
2015-11-24,63,4:00:00 PM,Tuesday,Entire Route,General Delay,25,35,B/W,
2015-11-24,126,4:00:00 PM,Tuesday,Entire Route,General Delay,5,10,b/w,
2015-11-24,65,4:00:00 PM,Tuesday,Castle Frank Stn,Utilized Off Route,9,18,S,7752
2015-11-24,6,4:00:00 PM,Tuesday,Bay and Bloor,Utilized Off Route,10,20,NB,1677
2015-11-24,6,4:00:00 PM,Tuesday,Entire Route,General Delay,20,30,B/W,
2015-11-24,76,4:00:00 PM,Tuesday,Royal York stn,Utilized Off Route,5,10,s,8018
2015-11-24,87,4:00:00 PM,Tuesday,Broadview Stn,Utilized Off Route,10,20,E,7697
2015-11-24,709,4:00:00 PM,Tuesday,pine and lawrence,Utilized Off Route,1,1,e/b,1043
2015-11-24,709,4:00:00 PM,Tuesday,mt dennis garage,Utilized Off Route,1,1,e/b,1073
2015-11-24,34,4:00:00 PM,Tuesday,Eglinton Stn,Utilized Off Route,4,8,E/B,7490
2015-11-24,32,4:00:00 PM,Tuesday,eglinton stn,Utilized Off Route,8,16,w/b,1017
2015-11-24,52,4:00:00 PM,Tuesday,Lawrence West stn,Utilized Off Route,11,22,e,1570
2015-11-24,34,4:00:00 PM,Tuesday,Eglinton to Kennedy,General Delay,25,35,B/W,
2015-11-24,810,4:00:00 PM,Tuesday,Eglinton Station to Yonge Bloor,Utilized Off Route,1,1,E/B,7680
2015-11-24,54,4:00:00 PM,Tuesday,Eglinton Station,Utilized Off Route,11,22,EB,7623
2015-11-24,102,4:00:00 PM,Tuesday,warden stn.,Utilized Off Route,1,1,sb,7868
2015-11-24,95,4:01:00 PM,Tuesday,York Mills Station,Utilized Off Route,9,18,W,1792
2015-11-24,44,4:02:00 PM,Tuesday,Col Sam Smith Loop,Utilized Off Route,4,7,N,8096
2015-11-24,85,4:02:00 PM,Tuesday,Malvern Gates,Mechanical,12,24,W,9061
2015-11-24,45,4:02:00 PM,Tuesday,Kipling Station,Utilized Off Route,6,17,N,7964
2015-11-24,89,4:03:00 PM,Tuesday,Keele stn,Utilized Off Route,7,14,N,1560
2015-11-24,85,4:04:00 PM,Tuesday,Sheppard Stn,Utilized Off Route,20,40,E,1717
2015-11-24,54,4:05:00 PM,Tuesday,Eglinton Station,Utilized Off Route,1,1,EB,7551
2015-11-24,165,4:05:00 PM,Tuesday,Yorkmills station,Utilized Off Route,5,10,w,1205
2015-11-24,36,4:06:00 PM,Tuesday,Finch Station,Utilized Off Route,7,15,W/B,9130
2015-11-24,191,4:06:00 PM,Tuesday,Kipling Station,Utilized Off Route,5,10,N/B,8407
2015-11-24,96,4:06:00 PM,Tuesday,Yorkmills,Utilized Off Route,5,10,w,8422
2015-11-24,49,4:07:00 PM,Tuesday,Kipling Station,Mechanical,10,20,W,8046
2015-11-24,95,4:07:00 PM,Tuesday,Yorkmills Station,Utilized Off Route,12,24,E,1122
2015-11-24,95,4:10:00 PM,Tuesday,Yorkmills and Glenridge,Investigation,9,17,E,1301
2015-11-24,60,4:14:00 PM,Tuesday,Signet and Steeles,Mechanical,7,14,E,7952
2015-11-24,73,4:28:00 PM,Tuesday,dixon and Roxaline,Utilized Off Route,20,40,s,7970
2015-11-24,5,4:30:00 PM,Tuesday,Queen's Park to St. Clair,General Delay,12,28,n,
2015-11-24,95,4:32:00 PM,Tuesday,Yorkmills St,Mechanical,8,17,E,1126
2015-11-24,42,4:47:00 PM,Tuesday,Finch Station,Utilized Off Route,12,23,eb,8319
2015-11-24,76,5:00:00 PM,Tuesday,Royal York stn,Utilized Off Route,5,10,s,7339
2015-11-24,56,5:00:00 PM,Tuesday,Bayview and Eglinton,General Delay,15,38,n,
2015-11-24,195,5:17:00 PM,Tuesday,Finch,Mechanical,10,20,N,8462
2015-11-24,60,5:18:00 PM,Tuesday,Hilda and Steeles Ave West,Investigation,11,22,W,8444
2015-11-24,42,5:22:00 PM,Tuesday,Finch Station,Utilized Off Route,11,23,eb,8342
2015-11-24,24,5:37:00 PM,Tuesday,Victoria Park and Sweeney,Mechanical,10,20,s/b,7769
2015-11-24,25,5:38:00 PM,Tuesday,Thorncliffe Park West,Emergency Services,3,6,SB,7577
2015-11-24,80,5:40:00 PM,Tuesday,Parkside and Lakeshore,Diversion,30,60,s,7957
2015-11-24,168,5:41:00 PM,Tuesday,Rogers and Old Weston,Mechanical,6,12,n,7336
2015-11-24,11,5:53:00 PM,Tuesday,Davisville Station,Mechanical,12,24,N,8129
2015-11-24,72,5:55:00 PM,Tuesday,Carlaw and Lakeshore,Diversion,10,1,NB,7805
2015-11-24,8,6:00:00 PM,Tuesday,8 Broadview Route,General Delay,1,1,b/w,8106
2015-11-24,42,6:02:00 PM,Tuesday,Finch Station,Mechanical,24,47,eb,8173
2015-11-24,75,6:07:00 PM,Tuesday,Jarvis and Queens Quay.,Utilized Off Route,7,14,nb,8153
2015-11-24,108,6:07:00 PM,Tuesday,JADR,Mechanical,14,28,N,1347
2015-11-24,67,6:13:00 PM,Tuesday,St.Clair Ave and Pharmacy,Investigation,10,20,NB,7537
2015-11-24,56,6:18:00 PM,Tuesday,Donlands and O'Conner,Mechanical,23,46,s,1684
2015-11-24,60,6:25:00 PM,Tuesday,Finch,Mechanical,8,16,W,7976
2015-11-24,116,6:29:00 PM,Tuesday,Morningside and Nightstar,Mechanical,6,12,S,7689
2015-11-24,34,6:45:00 PM,Tuesday,Eglinton to Don Mills,Utilized Off Route,7,13,E/B,7431
2015-11-24,71,7:08:00 PM,Tuesday,st clair and runnymede,Mechanical,22,44,n/b,1663
2015-11-24,38,7:23:00 PM,Tuesday,Rouge Hill Go station,Late Leaving Garage,9,18,W,1262
2015-11-24,20,7:28:00 PM,Tuesday,Warden and Danforth Ave.,Diversion,21,48,w/b,7692
2015-11-24,36,7:38:00 PM,Tuesday,Humberwood Loop,Emergency Services,8,16,E/B,9113
2015-11-24,71,7:46:00 PM,Tuesday,runnymede stn,Mechanical,22,44,n/b,1566
2015-11-24,709,7:47:00 PM,Tuesday,Eglinton and Atlas,Emergency Services,1,1,EB,1393
2015-11-24,9,8:08:00 PM,Tuesday,On st.clair and danforth rd.,Mechanical,18,36,NB,7723
2015-11-24,111,8:13:00 PM,Tuesday,Willowridge at Richgrove,Mechanical,13,27,S,8033
2015-11-24,168,8:25:00 PM,Tuesday,Old Weston at Lavender,Investigation,10,20,S,7335
2015-11-24,63,8:30:00 PM,Tuesday,Ossington stn,Utilized Off Route,5,10,N,1667
2015-11-24,161,8:31:00 PM,Tuesday,Oakwood and St Clair,Mechanical,10,20,SB,1626
2015-11-24,104,8:40:00 PM,Tuesday,Wilmington and Combe Rd,Mechanical,14,28,SB,8202
2015-11-24,16,8:58:00 PM,Tuesday,St. Clair and Kennedy,Investigation,11,22,S/B,8101
2015-11-24,35,9:25:00 PM,Tuesday,Jane Station,Mechanical,10,20,N,1327
2015-11-24,172,10:00:00 PM,Tuesday,Mill Street and Lake Shore,Diversion,240,262,E/B,7743
2015-11-24,196,10:15:00 PM,Tuesday,York University,Mechanical,12,24,EB,9019
2015-11-24,47,10:51:00 PM,Tuesday,Lansdowne and Bloor,Utilized Off Route,1,1,NB,1647
2015-11-24,63,10:53:00 PM,Tuesday,Ossington and Dupont,Utilized Off Route,1,1,NB,1602
2015-11-24,29,10:58:00 PM,Tuesday,Wilson Station (Running In),Utilized Off Route,1,1,NB,9430
2015-11-24,76,11:50:00 PM,Tuesday,Royal York Station,Utilized Off Route,10,20,S,8018
2015-11-25,1,12:50:00 AM,Wednesday,Finch Station,Mechanical,3,6,SB,1130
2015-11-25,320,1:30:00 AM,Wednesday,College St & Young St,Diversion,1,1,S,7437
2015-11-25,354,3:07:00 AM,Wednesday,Sunny Brook Hospital - Cancer Ctr Stop,Emergency Services,30,60,W,1412
2015-11-25,29,4:30:00 AM,Wednesday,Dufferin and Bloor,Mechanical,6,12,n/b,9048
2015-11-25,70,5:00:00 AM,Wednesday,Danforth Coxwell,Mechanical,7,7,eb,7438
2015-11-25,116,5:05:00 AM,Wednesday,Eglinton Yard,Mechanical,1,1,E,7655
